first_name,last_name,title,from_date,emp_no
Xiaobin,Sinicrope,Senior Engineer,1996-10-29,13787
Takahira,Furedi,Assistant Engineer,1997-04-03,13788
Valery,Sury,Senior Staff,1991-07-27,13792
Mayuri,Gewali,Technique Leader,1986-08-04,13795
Paloma,Thorelli,Engineer,1996-01-01,13796
Shih,Mayerwieser,Staff,1999-05-26,13801
Kiyotoshi,Basagni,Senior Staff,1991-01-12,13809
Guadalupe,Plotkin,Senior Engineer,1993-09-09,13815
Arlette,Pell,Technique Leader,1986-08-02,13825
Christophe,Spinelli,Technique Leader,1992-02-01,13841
Juichirou,Cichocki,Senior Staff,2000-04-20,13842
Guiseppe,Welham,Senior Staff,1985-03-20,13846
Mingsen,Roohalamini,Senior Staff,1991-03-25,13853
Anoosh,Fujisawa,Senior Engineer,1992-08-22,13859
Kwangyoen,Barreiro,Senior Engineer,1988-02-23,13883
Kensei,Swift,Engineer,1998-12-21,13884
Ult,Schonegge,Engineer,1995-11-28,13894
Youngkon,Cairo,Senior Engineer,1987-09-03,13904
Serge,Albarhamtoshy,Senior Staff,1985-08-07,13914
Vidya,Wynblatt,Senior Staff,1995-06-06,13916
Sukumar,Chartres,Senior Staff,1992-11-26,13930
Shiv,Bratsberg,Senior Engineer,1990-04-05,13934
Elzbieta,Esteva,Technique Leader,1997-10-13,13942
Mooi,Genther,Senior Staff,1990-12-28,13951
Nechama,Hettesheimer,Senior Staff,1996-04-06,13960
Maris,Ghelli,Senior Engineer,1994-10-26,13962
Boguslaw,Cooman,Senior Staff,1990-12-26,13966
Jianwen,Chandrasekhar,Technique Leader,1985-05-29,13969
Turgut,Highland,Senior Engineer,1995-06-08,13979
Geraldo,Ramsey,Staff,1985-12-03,13986
Deborah,Schapiro,Engineer,1996-06-10,13990
Ulises,Kenevan,Senior Staff,1994-07-27,13992
Florian,Crouzet,Senior Staff,2000-02-25,13999
Vojin,Stellhorn,Technique Leader,1985-05-10,14005
Manibrata,Picaronny,Senior Engineer,1997-08-15,14015
Aloys,Seghrouchni,Senior Staff,1991-08-26,14034
Shan,DeMori,Senior Staff,1995-12-22,14041
Ymte,Alpin,Staff,1993-12-28,14045
Godehard,Trachtenberg,Senior Engineer,2000-02-14,14067
Mori,Leslie,Senior Staff,1994-11-10,14088
Feixiong,Jording,Engineer,1989-04-03,14102
Xiahua,Rindone,Senior Staff,1999-12-15,14107
Leszek,Cummings,Senior Staff,1999-09-26,14111
Along,Herber,Engineer,1985-11-17,14113
Kasturi,Anido,Senior Staff,1985-04-06,14118
Sachin,Conry,Engineer,1995-01-07,14139
Adas,Hertweck,Senior Engineer,1994-12-01,14167
Jiann,Luby,Senior Engineer,1993-01-15,14191
Adin,Chachaty,Senior Staff,1993-01-20,14197
Masanao,Kusakabe,Senior Staff,1988-04-06,14209
Tomofumi,Pargas,Senior Engineer,1987-12-02,14220
Guther,Conta,Staff,1986-01-30,14224
Masali,Bojadziev,Senior Engineer,1999-09-10,14232
Xuedong,Angiulli,Senior Staff,1988-11-07,14236
Abdulla,Gerlach,Senior Engineer,1994-06-13,14237
Sudhanshu,Benaini,Senior Staff,1992-06-27,14242
Chikara,Narahara,Engineer,1994-09-23,14254
Kwok,Massonet,Staff,1998-02-04,14257
Tristan,Aseltine,Senior Staff,1999-06-30,14275
Masali,Highland,Senior Staff,1998-06-04,14287
Paraskevi,Gist,Assistant Engineer,1999-03-16,14289
Miyeon,Olivero,Senior Engineer,1992-03-29,14290
Susanna,Vigier,Senior Staff,1997-02-18,14292
Qunsheng,Middleton,Senior Staff,1985-05-09,14293
Chriss,Granlund,Senior Engineer,2001-01-06,14298
Marlo,Leuchs,Senior Staff,1987-02-23,14310
Sreenivas,Schaar,Senior Engineer,1992-06-29,14320
Shem,Kakkad,Engineer,1999-11-19,14322
Golgen,Leslie,Staff,1997-08-05,14323
Vitaly,Wixon,Senior Engineer,1995-12-19,14340
Otilia,Buescher,Technique Leader,1988-12-16,14344
Mong,Bojadziev,Senior Staff,1990-08-28,14354
Janche,Erbe,Senior Staff,1997-08-01,14360
Saniya,Srimani,Engineer,1999-12-26,14372
Shigeu,Heemskerk,Senior Staff,1994-01-29,14380
Tomofumi,Holburn,Technique Leader,1988-02-13,14384
Toshimo,Gadepally,Senior Engineer,1990-10-20,14422
Elvis,Maginnis,Technique Leader,1989-09-21,14434
Raimond,Woycyznski,Senior Engineer,1994-11-01,14439
Divine,Manders,Engineer,1987-03-09,14441
Yagil,Lueh,Senior Engineer,1995-01-23,14460
Munehiro,Boissier,Senior Staff,1992-06-28,14478
Moti,Lammel,Senior Engineer,1993-08-24,14481
Supot,Marrevee,Senior Engineer,1986-01-30,14483
Indrajit,Birdsall,Senior Engineer,1999-08-12,14486
Xiong,Selenyi,Senior Staff,1994-10-17,14498
Taizo,Kroft,Technique Leader,1991-11-20,14501
Danil,Aloia,Senior Staff,2001-12-16,14509
Samphel,Barreiro,Senior Staff,1985-07-28,14513
Fay,Denny,Senior Engineer,1988-08-17,14514
Kazuhisa,Versino,Senior Engineer,1996-02-19,14515
Kristian,Underwood,Senior Staff,1989-04-08,14516
Patricia,Peir,Engineer,1996-02-18,14518
Chuanyi,Ranta,Senior Staff,1990-01-14,14522
Kensei,Borovoy,Senior Engineer,1998-04-18,14533
Babette,Engelmann,Senior Engineer,1994-03-17,14537
Ashish,Danlos,Engineer,1998-12-17,14539
Ibibia,Snyers,Senior Engineer,1999-06-13,14552
Fatemeh,Zultner,Engineer,1994-12-26,14556
Elrique,Driscoll,Senior Engineer,1993-05-21,14560
Gao,Condotta,Senior Engineer,1996-06-28,14581
Kiyokazu,Morrin,Senior Engineer,1999-04-08,14582
Jayson,Cairo,Senior Staff,1988-10-24,14600
Lech,Marquardt,Senior Engineer,1993-01-19,14603
Suzette,Selvestrel,Staff,1994-06-26,14607
Jianhua,Erev,Senior Engineer,1993-08-04,14620
Souichi,Wixon,Senior Staff,1992-01-20,14621
Gudjon,McClurg,Senior Engineer,2001-08-01,14632
Arvind,Hempstead,Senior Staff,1994-11-08,14639
Toshimori,Kornatzky,Senior Engineer,1998-05-20,14640
Florian,Kuhnemann,Senior Engineer,1996-06-04,14642
Laurentiu,Glinert,Senior Engineer,1995-05-01,14645
IEEE,Lorys,Senior Staff,1994-11-16,14648
Jingling,Segond,Senior Staff,1995-06-03,14655
Sashi,Adachi,Senior Engineer,1990-03-16,14659
Teunis,Angel,Senior Staff,1988-09-25,14675
Herbert,Sifakis,Senior Engineer,1987-02-12,14677
Alois,Basart,Senior Engineer,1994-12-02,14683
Yechezkel,Bellone,Senior Engineer,1994-02-25,14690
Brewster,Stranks,Senior Staff,1992-05-04,14693
Mahmut,Hainaut,Senior Staff,1988-09-18,14710
Terresa,Ballarin,Technique Leader,1987-10-11,14713
Sachin,Jakobus,Staff,1991-07-06,14722
Constantino,Assaf,Senior Staff,2002-06-01,14723
Aron,Lemarechal,Senior Staff,1993-09-10,14724
Gio,Sigstam,Staff,1998-07-19,14774
Marlo,Bruckman,Senior Engineer,1986-09-19,14780
Zhonghua,Kaiser,Senior Engineer,1988-06-23,14785
Stein,Uchoa,Engineer,1998-01-18,14793
Odysseas,Nishimukai,Senior Staff,1996-10-26,14814
Gaurav,Masaki,Senior Engineer,1997-12-02,14817
Oguz,Kilgore,Engineer,1997-05-25,14821
Changho,Cronin,Senior Engineer,1998-04-24,14839
Magy,Joslin,Senior Engineer,1997-05-02,14846
Taiji,Nergos,Senior Engineer,1993-03-07,14853
Angus,Perko,Senior Staff,1997-03-12,14854
Ute,Serra,Senior Staff,1986-07-13,14865
Arnd,Kaiserswerth,Staff,1996-03-28,14871
Arto,Meriste,Senior Engineer,1996-06-06,14877
Anyuan,Sigstam,Senior Engineer,1993-12-28,14879
Temple,Barriga,Senior Staff,1986-12-09,14888
Alejandro,Casley,Senior Staff,1991-02-22,14899
Karsten,Baja,Engineer,1987-09-14,14905
Adil,Parveen,Senior Staff,1996-12-10,14906
Kerhong,Flanders,Senior Engineer,1997-09-17,14908
Mohan,Kamble,Senior Engineer,1996-12-20,14909
Xiaobin,Chelton,Senior Engineer,1994-04-06,14911
Gretta,Benzaken,Engineer,1999-09-25,14914
Huican,Picco,Engineer,1994-07-03,14915
Shuzo,Gyorkos,Technique Leader,1985-05-15,14923
Satoru,Mukaidono,Senior Staff,1985-05-17,14928
Nathan,Lichtner,Senior Engineer,1994-12-22,14941
Heon,Benveniste,Senior Engineer,1992-11-14,14942
Insup,Reinhart,Senior Engineer,1995-10-08,14949
Fox,Magliocco,Senior Engineer,1988-08-05,14954
Boguslaw,Kalefeld,Engineer,1994-02-03,14955
Kerryn,Hiyoshi,Technique Leader,1995-10-23,14959
Zhanqiu,Underwood,Staff,1996-04-06,14966
Fan,Simmen,Senior Staff,1991-03-25,14971
Hyuckchul,Pouyioutas,Senior Staff,1996-12-26,14983
Tiina,Demeyer,Engineer,1998-07-30,14987
Sanjay,Koblitz,Senior Engineer,1994-04-20,14993
Kiam,Sadowsky,Senior Engineer,1993-05-23,15005
Woody,Gulik,Senior Staff,1991-10-21,15016
Ramalingam,Prenel,Senior Staff,1999-03-11,15018
Qingxiang,Shokrollahi,Senior Engineer,1997-11-02,15019
Yurii,Rullman,Staff,1999-11-21,15024
Giordano,Koshino,Senior Staff,1996-04-26,15029
Rasikan,Nourani,Senior Staff,1999-04-11,15030
Ziva,Delgrande,Senior Engineer,1994-11-04,15036
Khun,Waymire,Senior Staff,1991-01-17,15049
Flemming,Kranzdorf,Senior Engineer,1993-01-27,15052
Shrikanth,Sherertz,Senior Staff,1997-07-15,15055
Tomokazu,Oaver,Senior Engineer,2002-06-29,15066
Manton,Siksek,Technique Leader,1987-08-05,15069
Ayonca,Couchot,Senior Staff,1996-10-15,15071
Radoslaw,Rijsenbrij,Senior Engineer,1992-04-23,15075
Toshiki,Taubenfeld,Senior Engineer,1993-06-25,15077
Guadalupe,Zirintsis,Technique Leader,1986-04-01,15082
Chirstian,Ushiama,Senior Engineer,1997-09-14,15087
Giri,Coney,Senior Engineer,1995-05-14,15089
Remmert,Bahi,Senior Staff,1986-05-26,15092
Luigi,Axelband,Senior Engineer,2000-11-04,15102
Sudhanshu,Itzigehl,Senior Staff,1994-11-22,15105
Zhiguo,Giaccio,Staff,1988-09-23,15113
Pantung,Honglei,Engineer,1998-03-09,15114
Kagan,Malinowski,Engineer,1997-08-12,15133
Arun,Luiz,Senior Staff,1998-07-23,15134
Haldon,Servieres,Senior Engineer,1995-04-20,15145
Urs,Pouyioutas,Senior Staff,1999-12-30,15151
Charlene,Sankaranarayanan,Senior Staff,1992-11-16,15176
Neelam,Schach,Senior Engineer,1989-02-14,15193
Souichi,Duclos,Senior Engineer,2001-07-09,15196
Heeju,Bernardinello,Senior Engineer,1992-10-05,15199
Pranay,Irland,Engineer,1998-07-05,15202
Cheong,Rodiger,Engineer,1993-04-12,15205
Sudharsan,Shokrollahi,Senior Staff,1994-04-18,15208
Shuky,Conry,Senior Staff,2001-08-10,15218
Mona,Salvesen,Senior Staff,1995-01-17,15228
Keiichiro,Suessmith,Senior Engineer,1999-03-17,15230
Jouko,Zhiwei,Senior Engineer,1987-09-03,15234
Reinhard,Sadowsky,Senior Engineer,1995-08-17,15237
Mountaz,Famili,Senior Staff,2001-09-19,15243
Edwin,Baar,Senior Staff,1997-03-22,15248
Ayonca,Pardalos,Senior Engineer,1992-06-06,15253
Guther,Karcich,Engineer,1999-04-11,15258
Eric,Reghbati,Senior Engineer,1993-08-21,15269
Shiv,Bernardeschi,Senior Staff,1986-12-05,15271
Adam,Rohrbach,Staff,1987-10-29,15278
Miyeon,Lammel,Senior Staff,1995-07-31,15292
Lobel,Peak,Engineer,1988-04-25,15295
Deniz,Linnainmaa,Engineer,1996-09-13,15312
Ziya,Lunn,Senior Engineer,2001-03-25,15324
Fan,Openshaw,Engineer,1997-08-16,15329
Jaroslava,Chinal,Senior Staff,1995-05-31,15330
Luerbio,Kuzuoka,Engineer,2000-01-31,15334
Masaru,Radivojevic,Senior Engineer,1997-08-07,15337
Chaosheng,Luce,Senior Engineer,1992-03-12,15343
Chikara,Nyrup,Staff,1994-10-18,15354
Mikhail,Schiettecatte,Senior Engineer,1995-08-11,15365
Premal,Penttonen,Staff,1999-08-20,15369
Chuanyi,Nilsson,Senior Engineer,1993-12-21,15370
Nahum,Broder,Senior Staff,1994-10-12,15372
Shuho,Manders,Senior Staff,2000-11-02,15375
Shugo,Aumann,Senior Engineer,1992-12-18,15377
Alassane,Siegrist,Senior Staff,1992-12-26,15382
Genki,Sambasivam,Staff,1999-02-01,15386
Pradeep,Markovitch,Assistant Engineer,1994-07-04,15392
Maik,Penttonen,Staff,1996-11-23,15408
Wilmer,Kushner,Senior Staff,1998-09-13,15410
Huai,Thiria,Senior Engineer,1992-08-23,15412
Constantijn,Munoz,Senior Staff,1991-12-24,15438
Arvind,Weisert,Senior Staff,2000-02-06,15441
Kazuhira,Weedman,Engineer,1995-05-11,15452
Hongzue,Cesareni,Senior Staff,1991-02-27,15454
Weiwu,Huhdanpaa,Engineer,1996-08-08,15470
Gilbert,Plumb,Senior Staff,1994-12-04,15474
Zhenbing,Soicher,Senior Engineer,1994-01-25,15479
Kwok,Trogemann,Senior Engineer,1999-04-29,15480
Kasturi,Alpin,Engineer,1997-02-06,15504
Collette,Mikschl,Senior Engineer,1993-08-30,15505
Inderjeet,Sethi,Senior Engineer,1994-08-29,15510
George,Kowalchuk,Senior Staff,1986-04-20,15511
Uno,Valtorta,Senior Engineer,1996-10-02,15518
Masadi,Cherinka,Senior Engineer,2001-04-27,15525
Guozhong,Grabner,Senior Staff,1995-05-06,15534
Shigeichiro,Spieker,Senior Staff,1994-03-02,15539
Mingdong,Staelin,Senior Engineer,1988-07-30,15543
Masadi,Suri,Engineer,1985-09-10,15545
Sanjai,Caine,Senior Engineer,1997-05-08,15548
Constantino,Zykh,Senior Staff,1994-04-08,15563
True,Muchinsky,Senior Staff,1986-12-16,15565
Baoqiu,Azuma,Senior Staff,1988-04-11,15566
Rosalie,Garnick,Senior Staff,1997-07-04,15569
Mack,Perna,Senior Engineer,1994-04-26,15600
Carrsten,Anily,Senior Staff,1994-07-10,15601
Vishu,Falby,Senior Engineer,1990-09-23,15623
Jaana,Roisin,Senior Staff,1998-04-07,15641
Huan,Iwayama,Senior Engineer,2001-11-22,15651
Mohammad,Schaaf,Senior Staff,1996-05-25,15656
Pintsang,Rothenberg,Assistant Engineer,1998-06-15,15666
Hiroyasu,Przulj,Senior Engineer,1995-06-21,15682
Dekang,Ambroszkiewicz,Senior Staff,1996-02-13,15687
Chenye,Hanratty,Engineer,1994-12-06,15703
Reuven,Kushnir,Senior Staff,1995-01-22,15708
Troy,Bala,Engineer,2001-03-08,15714
Insup,Ibel,Staff,1999-09-21,15715
Zhilian,Parascandalo,Senior Staff,2001-08-28,15726
Jaewon,Nooteboom,Senior Staff,1992-05-29,15728
Poorav,Bahr,Engineer,1999-03-02,15739
Stepehn,Pocchiola,Senior Staff,2000-06-03,15740
Arumugam,Bresenham,Senior Engineer,2000-11-13,15750
Sanjay,Breugel,Senior Engineer,2000-04-22,15753
Kien,Impagliazzo,Staff,1991-02-05,15762
Tonny,Taubenfeld,Senior Engineer,1998-02-15,15765
Baocai,Broomell,Senior Engineer,1999-06-09,15767
Pranay,Oskamp,Staff,1999-06-20,15769
Taegyun,Deyuan,Senior Engineer,1998-03-13,15788
Manton,Gelosh,Senior Staff,1995-05-08,15799
Mingsen,Antonisse,Senior Staff,1994-06-07,15809
Magdalena,Rajcani,Senior Staff,1999-08-16,15819
Aleksander,Antonakopoulos,Engineer,1997-06-09,15821
Bowen,Litecky,Technique Leader,1989-03-23,15846
Gio,Anido,Senior Staff,1995-12-20,15861
Angel,Seiwald,Senior Engineer,1991-10-03,15866
Guoxiang,Bala,Senior Engineer,2002-01-21,15869
Munehiro,Vakili,Senior Engineer,1999-08-03,15876
Yannik,Kroll,Engineer,1999-08-10,15877
Miquel,Dechter,Technique Leader,1996-12-02,15880
Sasan,Azumi,Senior Engineer,1995-02-03,15889
Lunjin,Pettis,Senior Engineer,1991-09-20,15892
Marsja,Fargier,Senior Engineer,1993-09-22,15901
Kazuhide,Stille,Senior Staff,1993-03-23,15902
DeForest,Petersohn,Senior Engineer,1993-02-11,15905
Shaibal,Viele,Senior Engineer,1998-01-13,15911
Piyawadee,Cichocki,Senior Staff,1993-06-07,15912
Sanjit,Laurillard,Engineer,1988-10-04,15920
Kensyu,Shinomoto,Assistant Engineer,1995-08-20,15934
Garnik,Covnot,Senior Staff,1997-10-16,15938
Murthy,Rosca,Senior Engineer,1991-09-09,15942
Yakkov,Demke,Senior Engineer,2002-02-05,15943
Hauke,Larfeldt,Senior Engineer,2000-11-16,15945
Sham,Onuegbe,Technique Leader,1995-03-06,15946
Karoline,Versino,Senior Engineer,1991-01-14,15948
Yuguang,Dratva,Senior Engineer,1991-03-31,15955
Arumugam,Aloia,Senior Engineer,1988-05-03,15971
King,Ballarin,Senior Staff,2000-11-02,15977
Kaijung,Wielonsky,Engineer,1997-02-25,15978
Yoshimitsu,Peir,Senior Engineer,1988-11-19,15993
Marek,Demos,Senior Engineer,2002-05-05,16000
Boutros,Papadias,Senior Engineer,1992-10-05,16018
Chaoyi,Heystek,Senior Engineer,1990-08-01,16019
Doowon,Luce,Senior Engineer,1994-03-05,16025
JiYoung,Takkinen,Senior Engineer,1995-08-13,16028
Wayne,Spelt,Senior Staff,1986-09-09,16033
Maria,Rodham,Senior Engineer,1997-01-26,16052
Marsha,Penn,Senior Staff,1993-09-16,16066
Leandro,Zongker,Senior Staff,1992-12-17,16068
Marko,Ebeling,Engineer,1997-08-06,16076
Kannan,Heemskerk,Senior Engineer,2001-07-02,16077
Mohammad,Denos,Senior Engineer,1999-04-26,16086
Berto,Rosar,Senior Engineer,1999-07-18,16094
Mohan,Ferretti,Senior Staff,1990-10-23,16099
Alper,Tetzlaff,Senior Staff,1985-12-31,16105
Tse,Crabtree,Staff,1997-10-10,16126
Kerryn,Belinskaya,Engineer,2002-07-26,16130
Annemarie,Chaudhuri,Senior Engineer,1998-03-12,16134
Leucio,Krzyzanowski,Senior Staff,1994-05-05,16138
Cathie,Meriste,Senior Engineer,1994-02-19,16146
Monique,Docker,Technique Leader,1994-03-12,16154
Janche,Kinley,Senior Engineer,1995-01-02,16164
Marin,Winter,Technique Leader,1987-04-28,16185
Leandro,Sigstam,Senior Engineer,1992-05-05,16192
Krassimir,Olano,Technique Leader,1987-08-13,16201
Mori,Kulisch,Engineer,1990-10-16,16203
Izaskun,Glinert,Engineer,1994-03-29,16212
Shaz,Thummel,Engineer,1995-08-29,16222
Hitomi,Vural,Senior Engineer,1993-09-25,16227
Ronnie,Lanzelotte,Senior Staff,1996-09-17,16229
Ung,Babu,Senior Staff,1996-02-19,16230
Sushant,Baba,Senior Staff,1987-03-24,16233
Jacopo,Basart,Senior Staff,1991-05-14,16234
Slavian,Leaver,Senior Engineer,1993-05-14,16237
Makato,Masaki,Engineer,1996-10-10,16246
Carrsten,Mattern,Senior Engineer,1995-07-11,16252
Tomokazu,Ohori,Senior Engineer,1988-12-06,16255
Mikhail,Sethi,Senior Staff,1985-10-25,16266
Shuho,Zeleznik,Senior Engineer,1996-04-15,16272
Sadun,Navazio,Senior Staff,1994-05-19,16274
Billie,Bazzichi,Staff,1998-05-04,16324
Giap,Garnham,Senior Staff,1991-12-25,16331
Hironoby,Schaad,Senior Engineer,1994-11-07,16337
Boutros,Fendler,Senior Staff,1999-12-08,16341
Nikolaos,Luca,Senior Staff,1992-06-30,16355
Sham,Jonsson,Senior Engineer,1995-10-10,16360
Yifei,Gini,Senior Staff,1994-09-19,16364
Janalee,Mellouli,Senior Staff,1990-04-27,16365
Narain,Aseltine,Senior Staff,1994-11-13,16373
Duri,Stanger,Engineer,1993-11-30,16377
Zhilian,Chleq,Senior Staff,1994-06-01,16380
Chaoyi,Talmon,Senior Engineer,1987-05-05,16382
Lidong,Czap,Senior Engineer,1994-09-24,16383
Subhankar,Georgatos,Senior Staff,1996-01-30,16388
Guangming,Yoshimura,Senior Staff,1997-02-25,16396
Shimshon,Cusworth,Senior Staff,1990-05-24,16397
Limsoon,Krzyzanowski,Senior Staff,1993-07-31,16398
Apostol,Collette,Senior Staff,1992-04-16,16399
Rafols,Rabehasaina,Senior Engineer,1993-07-18,16404
Moss,Tokunaga,Technique Leader,1989-03-10,16412
Idoia,Beerel,Senior Engineer,1989-12-15,16425
Abdulla,Demeyer,Senior Engineer,1996-04-08,16438
Jouko,Chinin,Senior Staff,1992-07-05,16446
Zhiguo,Savasere,Senior Engineer,1999-04-19,16447
Tsvetan,Zwicker,Senior Engineer,1999-04-26,16448
Goncalo,Basart,Senior Staff,1994-12-16,16453
Bogdan,Birta,Staff,1999-08-03,16471
Bedir,Wroclawski,Senior Staff,1994-09-27,16478
Jixiang,Eiter,Senior Staff,1992-04-13,16479
Sanjay,Perin,Senior Staff,1992-03-17,16486
Arunas,Yemenis,Senior Staff,2001-10-18,16487
Muzhong,Thiria,Senior Staff,1987-04-06,16490
Emdad,Radwan,Senior Staff,2001-10-03,16491
Mong,Cromarty,Senior Engineer,1992-05-06,16504
Mototsugu,Vecchio,Senior Staff,1994-04-06,16510
Weidon,Seiwald,Senior Engineer,1991-08-03,16537
Gretta,Fetvedt,Senior Engineer,1993-12-06,16539
Sangeeta,Lanphier,Senior Engineer,1995-03-16,16546
Sadegh,Ranon,Senior Engineer,1986-08-21,16551
Mostafa,Hiltgen,Senior Engineer,1987-12-27,16556
Fan,Majewski,Senior Engineer,1996-05-15,16557
Hein,Senzako,Senior Staff,1989-12-24,16567
Uta,Matzen,Senior Engineer,2000-03-24,16570
Masaru,Valiente,Senior Engineer,1986-06-20,16580
Vishwani,Honglei,Senior Staff,1993-09-17,16607
Boguslaw,Greibach,Engineer,1988-05-24,16608
Arvind,Boguraev,Senior Engineer,1993-09-19,16619
Yongdong,Heyers,Senior Engineer,1992-07-11,16657
Florian,Soicher,Senior Staff,1993-01-18,16658
Georgi,Peris,Senior Staff,1993-03-13,16672
Duke,Takanami,Technique Leader,1988-08-30,16674
Domenick,Cummings,Engineer,1994-07-17,16679
Hatem,Ghandeharizadeh,Senior Engineer,1986-11-19,16683
Gad,Krone,Senior Engineer,1995-07-13,16706
Ramachenga,Zumaque,Engineer,2000-02-02,16716
Sasan,Benantar,Senior Staff,1994-04-25,16719
Mohd,Randt,Senior Staff,1993-12-24,16723
Kirk,Broomell,Senior Staff,2001-05-07,16729
Domenico,Versino,Senior Engineer,1993-04-15,16731
Zijian,Serna,Engineer,1988-07-12,16733
Vojin,Masaki,Senior Engineer,1992-01-10,16759
Shigeichiro,Bamford,Senior Engineer,1994-04-26,16799
Gila,Strooper,Senior Engineer,1987-12-16,16801
Ziva,Rohrbach,Engineer,1994-03-14,16803
Sreekrishna,Dayana,Senior Staff,1990-07-20,16806
Kiyokazu,Katiyar,Senior Staff,1995-11-10,16808
Mads,Binkley,Senior Engineer,1991-02-26,16832
Leon,Stasinski,Senior Staff,1992-03-10,16851
Yefim,Fontet,Senior Engineer,1993-05-14,16852
Akeno,Gustavson,Senior Staff,1994-03-18,16858
JiYoung,Eppinger,Senior Engineer,1992-04-26,16862
Candido,Gecsel,Engineer,1996-10-28,16864
Gou,Vandervoorde,Staff,1989-09-18,16868
Yakkov,Huttel,Senior Staff,1998-12-19,16869
Munir,Stiles,Senior Engineer,1993-08-23,16871
Nikolaos,Radhakrishnan,Engineer,1997-10-26,16875
Honesty,Bresenham,Technique Leader,1986-08-24,16880
Ronghao,Stentiford,Senior Staff,1995-04-12,16885
Charlene,Ebeling,Technique Leader,1989-09-13,16897
Kazunori,Botman,Senior Engineer,1986-05-29,16910
Tesuya,Yurov,Engineer,1999-09-08,16919
Evgueni,Yeung,Senior Staff,1988-01-21,16921
Murthy,Burnard,Senior Engineer,1995-05-19,16929
Akhilish,Apsitis,Senior Staff,1995-08-06,16954
Sangeeta,Marrakchi,Senior Staff,2001-03-14,16955
Sanjit,Braccini,Senior Engineer,1997-10-26,16969
Hirochika,Gecseg,Senior Engineer,1993-05-09,16986
Xiong,Peron,Senior Staff,1990-12-29,16988
Hongzue,Dahlbom,Senior Staff,1993-02-12,16993
Shigenori,Millington,Staff,1996-02-05,16996
Bezalel,Sadowsky,Senior Staff,2001-12-22,16999
Valdiodio,Petereit,Senior Engineer,1998-11-02,17012
Berhard,Tasistro,Senior Engineer,1993-02-20,17018
Ewing,Siepmann,Senior Engineer,1993-07-11,17024
Nishit,Montemayor,Senior Staff,1993-01-18,17041
Fay,Kornyak,Senior Engineer,1993-07-21,17046
Qingxiang,Rijsenbrij,Engineer,1987-12-07,17047
Christoph,Murthy,Senior Engineer,1993-10-09,17048
Marin,Wixon,Senior Engineer,1988-08-06,17055
Anoosh,Thiran,Senior Staff,1992-12-12,17063
Heping,Ruther,Senior Engineer,1996-02-27,17066
Bodh,Gopalakrishnan,Assistant Engineer,1994-09-01,17068
Richara,Bala,Senior Staff,1997-12-15,17072
Gudjon,Hitomi,Senior Engineer,1987-01-04,17076
Gill,Hinsberger,Senior Staff,1990-11-29,17078
Weiru,Murtafg,Senior Engineer,1992-12-28,17081
Rafail,Erman,Senior Staff,1991-04-10,17089
Cathie,Berztiss,Engineer,1985-03-19,17097
Xuedong,Gelosh,Senior Engineer,1998-08-26,17098
Sandeepan,Compeau,Senior Engineer,1995-01-18,17101
Radhika,Garnick,Staff,1998-01-16,17102
Takahiro,Feldmann,Senior Engineer,1993-10-07,17103
Yuguang,Vickson,Engineer,1992-12-26,17112
Yifei,Polupanov,Senior Staff,1993-02-08,17120
Akhilish,Zweizig,Senior Engineer,2001-10-17,17125
Matk,Schapire,Senior Staff,2000-02-20,17126
Mabhin,Schwabacher,Assistant Engineer,1995-08-10,17140
Ziyad,Munke,Senior Engineer,1985-09-10,17143
Aemilian,Barbanera,Staff,1996-07-01,17146
Aria,Milicia,Staff,1991-01-09,17154
Danai,Vecchio,Senior Engineer,1998-02-14,17158
Quingbo,Mitchem,Senior Engineer,1995-10-22,17159
Shay,Montemayor,Senior Engineer,1988-02-22,17160
Danai,Wilfing,Senior Staff,1990-11-01,17185
Vasilis,Guardalben,Senior Staff,2001-01-26,17199
Jacqueline,Erdmenger,Senior Staff,1996-02-06,17204
Junichi,Langford,Senior Engineer,1996-06-17,17215
Lorien,Panwar,Senior Engineer,2000-01-04,17220
Leen,Muchinsky,Senior Engineer,1994-10-04,17222
