emp_no,first_name,last_name,title,to_date,from_date,hire_date
455175,Soenke,Zaumen,Senior Staff,9999-01-01,1998-02-21,1992-02-22
455284,Luisa,Baig,Senior Engineer,9999-01-01,2002-07-12,1996-07-12
455726,Qiwen,Kriebel,Senior Staff,9999-01-01,1992-12-12,1987-01-15
455814,Giao,DuCasse,Senior Engineer,9999-01-01,1999-07-19,1990-03-07
455914,Peer,Angelopoulos,Senior Engineer,9999-01-01,1996-07-23,1989-07-23
456767,Tetsurou,Schreiter,Senior Staff,9999-01-01,1994-07-17,1987-07-17
456982,Shounak,Dratva,Senior Engineer,9999-01-01,1997-01-05,1989-01-05
457070,Gay,Plavsic,Senior Staff,9999-01-01,1994-08-06,1987-08-06
457146,Jinpo,Heyers,Staff,9999-01-01,1999-01-07,1994-03-18
457305,Sorina,Lakshmanan,Staff,9999-01-01,1994-09-03,1994-09-03
457337,Xumin,Beidas,Technique Leader,9999-01-01,1995-04-27,1995-04-27
457411,Xudong,Peck,Senior Engineer,9999-01-01,1988-04-18,1988-04-18
457489,Berna,Ranst,Senior Engineer,9999-01-01,1992-05-14,1985-05-14
457611,Indrajit,Krogh,Engineer,9999-01-01,1998-09-18,1993-06-01
457776,Florian,Siepmann,Senior Engineer,9999-01-01,1996-12-20,1987-12-21
457813,Foong,Gargeya,Senior Engineer,9999-01-01,2000-01-24,1990-10-20
457832,Jackson,Zielinski,Senior Engineer,9999-01-01,1997-09-12,1985-04-04
457938,Arch,Picco,Senior Staff,9999-01-01,2000-06-07,1991-10-10
458111,Florian,Tramer,Engineer,9999-01-01,1999-11-07,1995-05-09
458134,Thanasis,Standera,Senior Staff,9999-01-01,1992-03-20,1985-03-20
458191,George,Atchley,Staff,9999-01-01,1997-07-02,1996-06-03
458383,Mabhin,Foote,Engineer,9999-01-01,1999-04-23,1987-06-27
458726,Shahaf,Kitai,Senior Staff,9999-01-01,1991-12-26,1986-12-26
458790,Ramya,Azadmanesh,Senior Engineer,9999-01-01,1994-11-19,1988-11-19
459172,Val,Rissanen,Engineer,9999-01-01,1999-11-20,1986-05-13
459356,Pramod,Wendorf,Engineer,9999-01-01,1998-12-25,1994-04-11
459429,Mohit,Verhaegen,Senior Staff,9999-01-01,1999-05-28,1992-05-27
459685,Hirochika,Goldhammer,Engineer,9999-01-01,1998-03-12,1986-08-25
460131,Adly,Hambrick,Staff,9999-01-01,1997-07-25,1995-11-26
460691,Munehiko,Gihr,Senior Staff,9999-01-01,1989-12-06,1989-12-06
460707,Yoshinari,Lanteri,Senior Engineer,9999-01-01,2001-12-25,1990-12-31
460920,Remzi,Mitzlaff,Senior Staff,9999-01-01,1986-04-06,1986-04-06
461120,Shietung,Gelosh,Senior Engineer,9999-01-01,2001-03-26,1993-05-22
461270,Mrinalini,Mawatari,Staff,9999-01-01,1996-01-03,1989-08-11
461801,Sumali,Cooman,Senior Staff,9999-01-01,2000-02-16,1992-02-16
462493,Paloma,Gerlach,Senior Engineer,9999-01-01,1994-07-26,1988-07-26
462795,Somnath,Cummings,Senior Staff,9999-01-01,2002-07-10,1993-10-20
463023,Itzchak,Penn,Staff,9999-01-01,1999-01-21,1997-04-10
463099,Jinxi,Schmiedel,Senior Staff,9999-01-01,1996-09-20,1990-09-21
463212,Ramya,Rossi,Senior Engineer,9999-01-01,1987-03-02,1987-03-02
463472,Jaber,Sethi,Technique Leader,9999-01-01,1995-06-06,1985-02-23
463495,Alenka,Barriga,Senior Staff,9999-01-01,1993-05-06,1988-05-06
464284,Huiqun,Henders,Senior Staff,9999-01-01,1993-05-19,1993-05-19
464303,Abdelghani,Nyrup,Senior Staff,9999-01-01,1994-08-02,1986-08-02
465062,Stafford,Gist,Senior Engineer,9999-01-01,1995-05-08,1988-05-07
465076,Tokuyasu,Ghelli,Senior Engineer,9999-01-01,1993-05-05,1985-05-05
465085,Vidar,Gunderson,Senior Staff,9999-01-01,1996-03-18,1996-03-18
465409,Shahid,Varman,Senior Staff,9999-01-01,1993-08-27,1985-08-27
465501,Mrinalini,Gire,Senior Staff,9999-01-01,2000-11-09,1992-11-09
465711,Lakshmi,Frijda,Senior Engineer,9999-01-01,1995-04-21,1986-11-10
465853,Kwan,Kampfer,Staff,9999-01-01,1998-10-16,1997-03-10
465874,Herb,Picht,Engineer,9999-01-01,1994-05-31,1985-05-31
466064,Temple,Danlos,Senior Staff,9999-01-01,1994-06-13,1994-06-13
466367,Hiroyasu,Strandh,Senior Staff,9999-01-01,1997-06-05,1989-06-05
466509,Bezalel,Verhoeff,Senior Engineer,9999-01-01,1993-03-22,1988-03-22
466603,Yechezkel,Nourani,Senior Staff,9999-01-01,1996-07-31,1987-08-21
466745,Boalin,Birsak,Senior Staff,9999-01-01,2000-10-15,1985-06-06
467176,Przemyslawa,Borovoy,Senior Staff,9999-01-01,1998-06-18,1987-03-07
467269,Nahum,Lambe,Technique Leader,9999-01-01,1989-08-31,1989-08-31
467392,Mariusz,Rikino,Senior Engineer,9999-01-01,2001-04-12,1989-06-10
467441,Margareta,Bondorf,Senior Engineer,9999-01-01,1994-11-07,1988-11-07
467591,Kiyotoshi,Hennebert,Staff,9999-01-01,1997-09-21,1991-07-03
467886,Sivanarayana,Chandrasekhar,Senior Staff,9999-01-01,1996-01-24,1996-01-24
467918,Tsuneo,Skrikant,Staff,9999-01-01,1997-10-21,1989-08-18
468360,Huei,Saoudi,Technique Leader,9999-01-01,1994-08-10,1989-04-12
468417,Kamakshi,Huhdanpaa,Senior Engineer,9999-01-01,2001-08-26,1992-03-25
468659,Ranga,Lemarechal,Senior Engineer,9999-01-01,1997-11-05,1989-11-05
468773,Baziley,Brookner,Senior Engineer,9999-01-01,1999-09-22,1993-09-22
469104,Nadjib,Comellas,Senior Engineer,9999-01-01,2002-04-18,1992-03-11
469253,Baruch,Basawa,Senior Engineer,9999-01-01,2001-09-17,1991-03-13
469269,Weiyi,Codenie,Senior Engineer,9999-01-01,1996-05-27,1989-05-27
469366,Aiman,Wilfing,Senior Engineer,9999-01-01,1999-12-30,1990-12-30
469399,Hongzhu,Ruemmler,Engineer,9999-01-01,1999-02-14,1986-09-03
469527,Halsur,Ibel,Staff,9999-01-01,1998-03-05,1988-08-13
469529,Neven,Rikino,Senior Engineer,9999-01-01,1993-10-21,1988-10-21
469735,Arif,Stranks,Senior Engineer,9999-01-01,1992-11-16,1992-11-16
469867,Hein,Jonsson,Senior Staff,9999-01-01,1990-02-12,1985-02-12
470456,Reuven,Oehlmann,Senior Staff,9999-01-01,1994-03-29,1986-03-29
470472,Zhiguo,Staudhammer,Senior Engineer,9999-01-01,1991-12-03,1985-12-03
471397,Nigel,Zirintsis,Engineer,9999-01-01,1999-01-03,1995-01-20
471532,Feiyu,Decleir,Technique Leader,9999-01-01,1998-09-13,1989-02-25
471552,Basem,Lortz,Staff,9999-01-01,1997-10-25,1987-01-14
471911,Arun,Zaccaria,Engineer,9999-01-01,1998-05-31,1990-05-31
471939,Kazuhiko,Marshall,Staff,9999-01-01,1999-11-16,1999-01-20
472052,Godehard,Chinal,Assistant Engineer,9999-01-01,1995-12-09,1994-11-12
472143,Yahiko,Sommen,Senior Staff,9999-01-01,1996-08-14,1989-02-21
472238,Jungsoon,Gubsky,Senior Engineer,9999-01-01,1990-10-09,1990-10-09
472790,Zhenbing,Ibel,Senior Engineer,9999-01-01,1985-10-29,1985-10-29
472950,Weidon,Fordan,Senior Engineer,9999-01-01,1986-03-27,1986-03-27
473268,Hugo,Sgarro,Senior Staff,9999-01-01,1992-04-24,1992-04-24
473299,Khaled,Penn,Senior Staff,9999-01-01,1999-05-20,1992-05-19
473490,Pantung,Reeker,Senior Staff,9999-01-01,1998-05-11,1992-05-11
473940,Avishai,Majewski,Engineer,9999-01-01,1998-01-10,1997-06-17
474331,Sugwoo,Eugenio,Senior Staff,9999-01-01,1991-10-06,1991-10-06
474763,Mayuko,Clouatre,Engineer,9999-01-01,1997-09-04,1988-05-05
474796,Zongyan,Shackel,Technique Leader,9999-01-01,1986-11-09,1986-11-09
475087,Genevieve,Snedden,Senior Engineer,9999-01-01,1988-10-21,1986-07-12
475258,Fumiyo,Feinberg,Senior Staff,9999-01-01,1995-11-22,1985-09-09
475538,Christophe,Leaver,Staff,9999-01-01,1998-10-31,1986-01-21
475938,Shigeaki,Lanteri,Senior Engineer,9999-01-01,1996-02-18,1986-09-17
475965,Rimon,Pietracaprina,Senior Engineer,9999-01-01,1990-07-10,1985-07-10
476055,Girolamo,Schlumberger,Senior Staff,9999-01-01,1998-03-07,1993-03-07
476122,Khun,Spieker,Engineer,9999-01-01,1995-05-07,1989-05-22
476327,Reinhold,Binkley,Senior Engineer,9999-01-01,2000-05-28,1994-09-25
476361,Doohun,Preusig,Technique Leader,9999-01-01,1985-04-13,1985-04-13
477350,Terresa,Vigier,Staff,9999-01-01,1998-07-08,1998-07-08
477578,Marit,Paludetto,Senior Engineer,9999-01-01,1998-09-30,1990-09-30
477969,Bluma,Mundy,Senior Engineer,9999-01-01,2000-10-17,1991-07-08
478007,Fumino,Narahara,Senior Engineer,9999-01-01,2000-09-20,1991-09-21
478170,Doowon,Schoegge,Engineer,9999-01-01,2001-05-29,1993-04-21
478218,Djenana,Erol,Engineer,9999-01-01,1999-01-31,1992-08-01
478439,Yuichiro,Bale,Technique Leader,9999-01-01,1997-11-04,1994-12-25
478768,Arun,Katzenelson,Senior Engineer,9999-01-01,1997-10-27,1991-10-28
478799,Shaw,Borovoy,Senior Staff,9999-01-01,1991-05-11,1991-05-11
478833,Pradeep,Valiente,Senior Engineer,9999-01-01,1998-09-19,1992-09-19
478858,Hidekazu,Perna,Staff,9999-01-01,1999-11-08,1989-01-21
479024,Ewing,Kalorkoti,Engineer,9999-01-01,1996-12-21,1994-03-13
479407,Randi,Tomescu,Senior Engineer,9999-01-01,2000-11-25,1986-11-25
479601,Kayoko,Bahi,Staff,9999-01-01,1997-02-19,1992-01-29
479695,Masamitsu,Murrill,Senior Staff,9999-01-01,2002-06-27,1992-08-24
480035,Sukumar,Georg,Senior Staff,9999-01-01,1998-03-27,1990-03-27
480066,Suebskul,Menhardt,Senior Engineer,9999-01-01,1999-07-26,1989-12-24
480178,Uinam,Rahier,Senior Staff,9999-01-01,1996-02-10,1991-02-10
480268,Gaurav,Cheshire,Technique Leader,9999-01-01,1989-03-30,1989-03-30
480407,Deniz,Bennis,Senior Engineer,9999-01-01,1996-06-24,1989-06-24
481050,Weiru,Burnard,Senior Staff,9999-01-01,1999-10-15,1990-10-15
481213,Shigehiro,Haldar,Senior Staff,9999-01-01,1999-12-14,1990-09-18
481397,Luisa,Chelton,Assistant Engineer,9999-01-01,1998-08-13,1991-05-19
481764,Teiji,Marrakchi,Senior Engineer,9999-01-01,1986-08-26,1986-08-26
481790,Haldun,Erie,Senior Engineer,9999-01-01,1996-09-12,1991-04-30
482335,Kwangyoen,Peck,Engineer,9999-01-01,1994-01-16,1994-01-16
482354,Jayson,Zockler,Staff,9999-01-01,1999-11-06,1993-06-12
482755,Jouni,Conia,Senior Staff,9999-01-01,1999-10-31,1986-03-07
482885,Shaunak,Brizzi,Senior Engineer,9999-01-01,2000-09-01,1988-09-02
482905,Aral,Hebden,Senior Staff,9999-01-01,1991-09-10,1986-12-05
482944,Duke,Journel,Senior Staff,9999-01-01,1997-10-25,1991-10-26
483401,Rosita,Pokrovskii,Senior Staff,9999-01-01,1996-08-03,1994-08-05
483675,Hausi,Kamber,Senior Engineer,9999-01-01,1993-02-15,1988-02-16
483825,Marek,Mitchem,Senior Engineer,9999-01-01,1992-11-20,1988-12-12
483838,Sham,Kavanagh,Assistant Engineer,9999-01-01,1997-12-18,1985-10-28
483978,Dung,Tanemo,Senior Staff,9999-01-01,1995-01-28,1990-01-28
484126,Manton,Lueh,Senior Staff,9999-01-01,1989-04-07,1985-11-18
484142,Perry,Cooman,Senior Staff,9999-01-01,1993-04-22,1987-04-23
484498,Herbert,Hammerschmidt,Senior Engineer,9999-01-01,2001-08-22,1996-08-22
484756,Phule,Ruemmler,Senior Engineer,9999-01-01,1996-08-08,1990-08-09
485253,Gladys,Parhami,Senior Staff,9999-01-01,1996-07-20,1992-08-26
485489,Keiichiro,Armand,Senior Engineer,9999-01-01,1996-12-13,1986-12-14
485577,Rafael,Menhoudj,Senior Engineer,9999-01-01,1997-04-27,1987-09-01
485579,Munehiro,Iwayama,Senior Engineer,9999-01-01,1992-12-15,1986-12-16
485799,Yoshimitsu,Litvinov,Senior Staff,9999-01-01,1997-11-22,1990-06-04
485817,Mahmut,Bolotov,Engineer,9999-01-01,1995-01-10,1989-07-29
486068,Yefim,Bernardeschi,Senior Staff,9999-01-01,2001-06-26,1996-06-26
486808,Geoffrey,Siochi,Senior Engineer,9999-01-01,1998-12-27,1991-03-08
486918,Yagil,Remmers,Senior Staff,9999-01-01,1994-11-01,1985-10-04
486956,Matt,Ruemmler,Engineer,9999-01-01,1993-10-14,1993-10-14
486958,Tonny,Kropf,Senior Engineer,9999-01-01,1992-07-29,1986-07-30
487008,Zhigen,Raney,Senior Staff,9999-01-01,1993-05-26,1985-03-14
487505,Uno,Jayawardene,Senior Staff,9999-01-01,1993-11-01,1987-11-02
487988,Ekawit,Schaft,Senior Staff,9999-01-01,1999-05-20,1988-07-13
488095,Francoise,Hegner,Senior Staff,9999-01-01,1997-12-23,1996-11-29
488142,Denis,Narlikar,Senior Staff,9999-01-01,1997-06-30,1986-09-21
488482,Kensyu,Tsunoo,Engineer,9999-01-01,1999-12-05,1985-04-15
488540,Breannda,Maquelin,Senior Staff,9999-01-01,1996-04-12,1996-04-12
488619,Georgy,Bennis,Engineer,9999-01-01,1998-04-11,1996-06-15
488693,Jiong,Zultner,Senior Engineer,9999-01-01,1993-03-10,1993-03-10
488707,Mihalis,Remmers,Senior Staff,9999-01-01,1996-02-29,1990-03-01
488752,Nimmagadda,Baja,Senior Staff,9999-01-01,2002-02-09,1992-09-01
488788,Wuxu,Garigliano,Senior Staff,9999-01-01,1997-09-21,1987-06-15
488984,Kendra,Junet,Senior Staff,9999-01-01,1993-02-28,1986-02-28
489755,Matk,Chorvat,Senior Staff,9999-01-01,2000-12-29,1985-05-30
489756,Kersti,Miculan,Senior Staff,9999-01-01,1999-06-10,1986-12-15
489928,Satoru,Janetzko,Assistant Engineer,9999-01-01,1997-07-26,1991-12-18
490551,Lalit,Lindqvist,Engineer,9999-01-01,1998-11-07,1991-03-17
490557,Luise,Vigier,Senior Engineer,9999-01-01,2001-07-01,1985-02-24
490568,Zita,Reistad,Senior Engineer,9999-01-01,1998-07-23,1987-12-21
490720,Younwoo,Samarati,Senior Engineer,9999-01-01,1996-08-19,1996-08-19
491079,Kwangsub,Keirsey,Senior Engineer,9999-01-01,1992-02-04,1992-02-04
491162,Panayotis,Hempstead,Senior Engineer,9999-01-01,1994-08-29,1992-06-25
491478,Gill,Varman,Senior Staff,9999-01-01,1996-06-18,1988-06-18
491596,Charmane,Pargas,Senior Engineer,9999-01-01,1993-07-29,1988-07-29
491632,Gadiel,Perly,Senior Staff,9999-01-01,1994-10-20,1986-10-20
492000,Valeska,Cools,Senior Staff,9999-01-01,1999-12-16,1993-12-16
492052,Udo,Ratnakar,Staff,9999-01-01,1999-11-30,1994-02-25
492217,Heekeun,Verhaegen,Senior Engineer,9999-01-01,1991-09-28,1991-05-23
492639,Sanjoy,Porenta,Engineer,9999-01-01,1997-07-10,1988-08-08
492677,Goetz,McAffer,Senior Engineer,9999-01-01,1994-02-04,1988-02-05
493031,Hironoby,Jakobus,Senior Staff,9999-01-01,1996-07-29,1987-11-13
493048,Muzhong,Berztiss,Senior Staff,9999-01-01,2001-01-22,1995-01-23
493096,Sachem,Msuda,Engineer,9999-01-01,1995-04-07,1992-06-04
493744,Leni,Kropatsch,Senior Engineer,9999-01-01,1997-07-17,1986-01-31
494019,Morrie,Iisaku,Senior Staff,9999-01-01,1999-05-06,1991-05-06
494088,Phule,Dahlbom,Senior Engineer,9999-01-01,1997-02-06,1989-02-06
494493,Masasuke,Koprowski,Staff,9999-01-01,1996-11-20,1996-11-20
494995,Yongmao,Pouyioutas,Senior Staff,9999-01-01,1996-08-24,1989-08-24
496100,Pranjal,Reinhard,Staff,9999-01-01,1995-05-08,1988-11-05
496970,Giordano,Maquelin,Senior Engineer,9999-01-01,1999-12-31,1986-08-06
496978,Danco,Debuse,Senior Staff,9999-01-01,1998-09-10,1992-11-21
497007,Oldrich,Adachi,Senior Engineer,9999-01-01,2002-04-03,1996-12-23
497174,Sanjiv,Bressoud,Senior Engineer,9999-01-01,1998-04-27,1991-05-09
497340,Fayez,Keohane,Senior Staff,9999-01-01,1990-09-19,1989-01-11
497391,Paris,Lieblein,Engineer,9999-01-01,1999-05-19,1993-08-19
497835,Shuho,Laurillard,Technique Leader,9999-01-01,1999-10-06,1998-05-19
498185,Caolyn,Marciano,Senior Engineer,9999-01-01,1999-06-06,1994-03-16
498337,Naraig,Docker,Staff,9999-01-01,1997-05-17,1997-05-17
498456,Geraldo,Gerteisen,Senior Staff,9999-01-01,1993-06-04,1987-06-05
498635,Florian,Pezzoli,Senior Staff,9999-01-01,1997-07-22,1986-09-21
498838,Sanjay,Ciolek,Senior Staff,9999-01-01,1998-12-13,1989-12-13
498845,Arumugam,Pelc,Senior Engineer,9999-01-01,1999-11-13,1999-08-17
498955,Nechama,Kandlur,Senior Engineer,9999-01-01,2002-01-16,1988-01-24
499194,Padma,Delgrange,Senior Staff,9999-01-01,1998-01-02,1997-11-03
499260,Danae,Honglei,Engineer,9999-01-01,1998-09-14,1988-08-02
499495,Baoqiu,Kakkar,Engineer,9999-01-01,1999-08-30,1987-07-16
